hs10,hs10_desc,wave,effective_date,tariff
"3909100000","UREA RESINS,THIOUREA RESINS","China",23aug2018,.25
"3909200000","MELAMINE RESINS","China",23aug2018,.25
"3909310000","OTHER AMINO-RESINS; POLY(METHYLENE PHENYL ISOCYANATE)(CRUDE MDI, POLYMERIC MDI)","China",24sep2018,.1
"3909390000","OTHER AMINO-RESINS","China",24sep2018,.1
"3909400000","PHENOLIC RESINS","China",23aug2018,.25
"3909501000","POLYURETHANES,ELASTOMERIC","China",23aug2018,.25
"3909502000","POLYURETHANES,CEMENTS","China",23aug2018,.25
"3909505000","POLYURETHANES,IN PRIMARY FORMS,NESOI","China",23aug2018,.25
"3910000000","SILICONES IN PRIMARY FORMS","China",23aug2018,.25
"3911100000","PETROLEUM RESINS,COUMARONE,INDENE OR COUMARONE-INDENE RESINS; POLYTERPENES","China",23aug2018,.25
"3911901000","OTHER ELASTOMERIC RESINS NESOI","China",23aug2018,.25
"3911901500","THERMOPLASTIC: POLY(NITRILOMETHANE-TETRAARYLNITRILO-[2,4,6-TRIS-(1-METHYL-ETHYL)-1,3-PHENYLENE]]-2,6-BIS(1-METHYETHYL)-PHENYL]-W[[[2,6-BIS(1-METHYLETH","China",23aug2018,.25
"3911902500","POLYSULFIDES, POLYSULFONES & OTH PRODUCTS SPEC IN NOTE 3,CHAPT 39,CONT AROMATIC MONOMER UNITS OR DERIVED THEREFROM,THERMOPLASTIC","China",23aug2018,.25
"3911903500","THERMOSETTING:1,1'-BIS(METHYLENDI-4,1-PHENYLENE)-1H-PYRROLE-2,5-DIONE,COPOLYMER WITH 4,4'-METHYLENEBIS-(BENZENAMINE);& HYDROCARBON NOVOLAC CYANATE EST","China",23aug2018,.25
"3911904500","POLYSULFIDES, POLYSULFONES & OTH PRODUCTS SPEC IN NOTE 3,CHAPT 39,CONT AROMATIC MONOMER UNITS OR DERIVED THEREFROM,THERMOSETTING","China",23aug2018,.25
"3911907000","CHLORINATED SYNTHETIC RUBBER","China",23aug2018,.25
"3911909010","POLYSULFIDES,POLYSULFONES & OTH PRODUCTS SPEC IN NOTE 3,CHAPT 39,NESOI,THERMOPLASTIC","China",23aug2018,.25
"3911909050","POLYSULFIDES,POLYSULFONES & OTH PRODUCTS SPEC IN NOTE 3,CHAPT 39 NESOI,THERMOSETTING","China",23aug2018,.25
"3912110000","CELLULOSE ACETATES,NONPLASTICIZED","China",24sep2018,.1
"3912120000","CELLULOSE ACETATES,PLASTICIZED","China",23aug2018,.25
"3912200000","CELLULOSE NITRATES (INCLUDING COLLODIONS)","China",23aug2018,.25
"3912310000","CARBOXYMETHYLCELLULOSE AND ITS SALTS","China",24sep2018,.1
"3912310010","CARBOXYMETHYLCELLULOSE AND ITS SALTS, CONTAINING NOT LESS THAN 90% CARBOXYMETHYLCELLULOSE BY WEIGHT","China",24sep2018,.1
"3912310090","CARBOXYMETHYLCELLULOSE AND ITS SALTS, CONTAINING LESS THAN 90% CARBOXYMETHYLCELLULOSE BY WEIGHT","China",24sep2018,.1
"3912390000","CELLULOSE ETHERS,NESOI","China",23aug2018,.25
"3912900000","CELLULOSE AND ITS CHEMICAL DERIVATIVES,IN PRIMARY FORMS,NESOI","China",23aug2018,.25
"3912900010","(ALPHA)-CELLULOSE IN GRANULAR, MICROCRYSTALLINE OR POWDER FORMS","China",23aug2018,.25
"3912900090","CELLULOSE AND ITS CHEMICAL DERIVATIVES, IN PRIMARY FORMS, NESOI (EXCLUDING CELLULOSE IN GRANULAR, MICROCRYSTALLINE OR POWDERED FORMS)","China",23aug2018,.25
"3913100000","ALGINIC ACID,ITS SALTS AND ESTERS","China",23aug2018,.25
"3913901000","CHEMICAL DERIVATIVES OF NATURAL RUBBER","China",23aug2018,.25
"3913902015","XANTHAN GUM","China",24sep2018,.1
"3913902090","POLYSACCHARIDES AND THEIR DERIVATIVES, NESOI","China",24sep2018,.1
"3913905000","NATURAL POLYMERS & MODIFIED NATURAL POLYMERS,IN PRIMARY FORMS,NESOI","China",23aug2018,.25
"3914002000","CROSS-LINKED POLYVINYLBENZYLTRIMETHYLAMMONIUM CHLORIDE (CHOLESTYRAMINE RESIN USP)","China",23aug2018,.25
"3914006000","ION-EXCHANGERS BASED ON POLYMERS OF HEADINGS 3901 TO 3913, IN PRIMARY FORMS, NESOI","China",23aug2018,.25
"3915100000","WASTE,PARINGS AND SCRAP,OF PLASTICS;OF POLYMERS OF ETHYLENE","China",24sep2018,.1
"3915200000","WASTE,PARINGS AND SCRAP,OF PLASTICS:OF POLYMERS OF STYRENE","China",24sep2018,.1
"3915300000","WASTE,PARINGS AND SCRAP,OF PLASTIC:OF POLYMERS OF VINYL CHLORIDE","China",24sep2018,.1
"3915900010","OF POLYETHYLENE TEREPHTHALATE (PET) PLASTICS","China",24sep2018,.1
"3915900090","OTHER PLASTICS OTHER THAN PET PLASTICS","China",24sep2018,.1
"3916100000","RODS,STICKS AND PROFILE SHAPES,WHETHER OR NOT SURFACE-WORKED,NOT OTHERWISE WORKED,OF PLASTICS,OF POLYMERS OF ETHYLENE","China",23aug2018,.25
"3916200000","RODS,STICKS AND PROFILE SHAPES,WHETHER OR NOT SURFACE-WORKED,NOT OTHERWISE WORKED,OF PLASTICS,OF POLYMERS OF VINYL CHLORIDE","China",23aug2018,.25
"3916200010","SIDING OF HOUSE OR BUILDING EXTERIOR  OF POLYMERS OF VINYL CHLORIDE","China",23aug2018,.25
"3916200020","WINDOW, DOOR, DECKING OR RAILING PROFILES OF POLYMERS OF VINYL CHLORIDE, WHETHER OR NOT SURFACE-WORKED BUT NOT OTHERWISE WORKED","China",23aug2018,.25
"3916200091","RODS, STICKS AND PROFILE SHAPES OF POLYMERS OF VINYL CHLORIDE, WHETHER OR NOT SURFACE-WORKED BUT NOT OTHERWISE WORKED, NESOI","China",23aug2018,.25
"3916901000","RODS,STICKS AND PROFILE SHAPES,WHETHER OR NOT SURFACE-WORKED,NOT OTHERWISE WORKED,OF PLASTICS,OF ACRYLIC POLYMERS","China",23aug2018,.25
"3916902000","RACQUET STRINGS,OF PLASTIC","China",24sep2018,.1
"3916903000","MONOFILAMENT,CROSS-SEC DIMEN EXCEEDS 1MM","China",23aug2018,.25
"3916905000","RODS,STICKS AND PROFILE SHAPES,WHETHER OR NOT SURFACE-WORKED,NOT OTHER WISE WORKED,OF PLASTICS,NESOI","China",23aug2018,.25
"3917101000","ARTIFICIAL GUTS (SAUSAGE CASINGS) OF CELLULOSIC PLASTICS MATERIALS","China",24sep2018,.1
"3917106000","ARTIFICIAL GUTS (SAUSAGE CASINGS) OF COLLAGEN","China",24sep2018,.1
"3917109000","ARTIFICIAL GUTS (SAUSAGE CASINGS) OF HARDENED PROTEIN, NESOI","China",24sep2018,.1
"3917210000","TUBES,PIPES AND HOSES,RIGID,OF POLYMERS OF ETHYLENE","China",23aug2018,.25
"3917220000","TUBES,PIPES & HOSES,RIGID,OF POLYMERS OF PROPYLENE","China",23aug2018,.25
"3917230000","TUBES, PIPES & HOSES, RIGID, OF POLYMERS OF VINYL CHLORIDE","China",23aug2018,.25
"3917290050","TUBES, PIPES & HOSES, RIGID, OF PLASTIC, NESOI, LESS THAN 200 MM IN LENGTH","China",23aug2018,.25
"3917290090","TUBES, PIPES & HOSES, RIGID, OF PLASTIC, NESOI, GREATER THAN OR EQUAL TO 200MM IN LENGTH","China",23aug2018,.25
"3917310000","FLEXIBLE TUBES, PIPES & HOSES, HAVING A MINIMUM BURST PRESSURE OF 27.6 MPA","China",23aug2018,.25
"3917320000","TUBES, PIPES & HOSES, NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS, W/O FITTINGS, NESOI","China",23aug2018,.25
"3917320010","TUBES,PIPES & HOSES,NOT RIGID,NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS,WITHOUT FITTINGS,OF POLYVINYL CHLORIDE","China",23aug2018,.25
"3917320020","TUBES,PIPES & HOSES,NOT RIGID,NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS,WITHOUT FITTINGS OF POLYETHYLENE","China",23aug2018,.25
"3917320050","TUBES,PIPES & HOSES,NOT RIGID,NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS,WITHOUT FITTINGS,NESOI","China",23aug2018,.25
"3917330000","TUBES,PIPES & HOSES,NOT RIGID,NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS, WITH FITTINGS","China",24sep2018,.1
"3917390002","TUBES,PIPES, HOSES, AND FITTINGS THEREOF  OF PLASTICS, NESOI","China",24sep2018,.1
"3917390010","TUBES,PIPES & HOSES,NOT RIGID,REINFORCED WITH METAL","China",24sep2018,.1
"3917390020","TUBES,PIPES & HOSES,NOT RIGID,NOT REINFORCED WITH METAL,OF POLYVINYL CHLORIDE","China",24sep2018,.1
"3917390050","TUBES,PIPES & HOSES,NOT RIGID NOT REINFORCED WITH METAL,NESOI","China",24sep2018,.1
"3917400000","FITTINGS FOR TUBES,PIPES & HOSES,OF PLASTIC","China",23aug2018,.25
"3917400010","FITTINGS FOR VEHICLE BRAKE HOSES","China",23aug2018,.25
"3917400090","OTHER FITTINGS FOR TUBES,PIPES & HOSES,OF PLASTIC","China",23aug2018,.25
"3918101000","FLOOR COVERINGS OF VINYL TILE, WHETHER OR NOT SELF-ADHESIVE","China",24sep2018,.1
"3918102000","FLOOR COVERINGS, WHETHER OR NOT SELF-ADHESIVE, IN ROLLS OR IN THE FORM OF TILES, OF POLYMERS OF VINYL CHLORIDE, EXC VINYL TILE","China",24sep2018,.1
"3918103110","WALL OR CEILING COVERINGS, OF POLYMERS OF VINYL CHLORIDE, BACKING OF MAN-MADE TEXTILE FIBERS WOVEN OVER 70 PERCENT BY WEIGHT OF PLASTICS","China",24sep2018,.1
"3918103150","WALL OR CEILING COVERINGS,OF  POLYMERS OF VINYL CHLORIDE,BACKING OF MAN-MADE TEXTILE FIBERS, NOT WOVEN OVER 70 PERCENT BY WEIGHT OF PLASTICS","China",24sep2018,.1
"3918103210","WALL OR CEILING COVERINGS, OF POLYMERS OF VINYL CHLORIDE, BACKING OF MAN-MADE TEXTILE FIBERS WOVEN NOT OVER 70 PERCENT BY WEIGHT OF PLASTICS, NESOI","China",24sep2018,.1
"3918103250","WALL OR CEILING COVERINGS,OF  POLYMERS OF VINYL CHLORIDE,BACKING OF MAN-MADE TEXTILE FIBERS, NOT WOVEN NOT OVER 70 PERCENT BY WEIGHT OF PLASTICS,NESOI","China",24sep2018,.1
"3918104010","WALL OR CEILING COVERING,OF POLYMERS OF VINYL CHLORIDE,BACKING OF TEXTILE FIBERS,NOT MAN-MADE,WOVEN","China",24sep2018,.1
"3918104050","WALL OR CEILING COVERING,OF POLYMERS OF VINYL CHLORIDE,BACKING OF TEXTILE FIBERS NOT MAN-MADE NOT WOVEN","China",24sep2018,.1
"3918105000","WALL OR CEILING COVERINGS,OF POLYMERS OF VINYL CHLORIDE,NESOI","China",24sep2018,.1
"3918901000","FLOOR COVERINGS OF OTHER PLASTICS","China",24sep2018,.1
"3918902000","WALL OR CEILING COVERINGS,OF OTHER PLASTICS,WITH A BACKING OF MAN-MADE TEXTILE FIBERS","China",24sep2018,.1
"3918903000","WALL OR CEILING COVERINGS,OF OTHER PLASTICS,WITH A BACKING OF TEXTILEFIBR,NOT MAN-MADE","China",24sep2018,.1
"3918905000","WALL OR CEILING COVERINGS,OF OTHER PLASTICS,NESOI","China",24sep2018,.1
"3919101000","SELF-ADHESIVE PLATES,SHEETS,FILM,FOIL,TAPE,ETC,OF PLASTIC,IN ROLLS NOT OVR 20 CM WIDE WITH LIGHT-REFLECTING SURFAC PRODUCED BY GLASS GRAINS(BALLOTINI)","China",23aug2018,.25
"3919101010","PAVEMENT MARKING TAPE IN ROLLS NOT EXCEEDING 20 CM WIDE","China",23aug2018,.25
"3919101050","TAPE,IN ROLLS NOT EXCEEDING 20 CM WIDE HAVING LIGHT-REFLECTING SURFACE PROD IN WHOLE/PT, NESOI","China",23aug2018,.25
"3919102010","FILAMENT REINFORCED TAPE, IN ROLLS OF A WIDTH NOT EXCEEDING 20 CM","China",23aug2018,.25
"3919102020","ELECTRICAL TAPE, IN ROLLS OF A WIDTH NOT EXCEEDING 20 CM","China",23aug2018,.25
"3919102030","TRANSPARENT TAPE, NOT EXCEEDING 55 M IN LENGTH, NOT EXCEEDING 5 CM IN WIDTH","China",23aug2018,.25
"3919102040","TRANSPARENT TAPE, NOT EXCEEDING 55 M IN LENGTH, OF A WIDTH GREATER THAN 5 CM","China",23aug2018,.25
"3919102055","SELF-ADHESIVE PLATES, SHEETS, FILM, FOIL, TAPE, STRIP & OTHER FLAT SHAPES OF PLASTICS, IN ROLLS OF A WIDTH NOT EXCEEDING 20 CM, NESOI","China",23aug2018,.25
"3919901000","SELF-ADHESIVE PLATES,SHEETS,FILM,FOIL,TAPE,ETC,OF PLASTIC,HAVING A LIGHT REFLECTING SURFACE PRODUCED BY GLASS GRAINS (BALLOTINI)","China",23aug2018,.25
"3919905010","SELF-ADHESIVE REFLECTORIZED SHEETING OF PLASTICS, WHETHER OR NOT IN ROLLS","China",23aug2018,.25
"3919905020","FILAMENT REINFORCED TAPE, IN ROLLS OF A WIDTH EXCEEDING 20 CM","China",23aug2018,.25
"3919905030","ELECTRICAL TAPE, IN ROLLS OF A WIDTH EXCEEDING 20 CM","China",23aug2018,.25
"3919905040","TRANSPARENT TAPE, IN ROLLS OF A WIDTH EXCEEDING 20 CM","China",23aug2018,.25
"3919905060","SELF-ADHESIVE PLATES, SHEETS, FILM, FOIL, TAPE, STRIP & OTHER FLAT SHAPES OF PLASTICS, WHETHER OR NOT IN ROLLS, NESOI","China",23aug2018,.25
"3920100000","OTHER PLATES,SHEETS,FILM,FOIL & STRIP,OF PLASTIC, NONCELLUAR & NOT REINFORCED,LAMINATED,SUPPORTED OR COMBINED WITH OTH MAT,OF POLYMERS OF ETHYLENE","China",23aug2018,.25
"3920200000","OTHER PLATES,SHEETS,FILM,FOIL & STRIP,OF PLAST, NONCELLUAR & NOT REINFORCD,LAMINATED,SUPPORTED OR COMBIND WITH OTH MAT,OF POLYMERS OF PROPYLENE","China",23aug2018,.25
"3920200015","STRIPS PUT UP IN PACKAGNG FOR USE AS DECORATVE OR GIFTWRAP PLAST, NONCELLUAR & NT REINFORD,LAMINATD,SUPPORTD OR COMBND W/ OTH MAT, POLYMRS OF PROPYLNE","China",23aug2018,.25
"3920200020","GIFT WRAP OF POLYMERS OF PROPYLENE","China",23aug2018,.25
"3920200055","OTHER PLATES,SHEETS,FILM,FOIL & STRIP,OF PLAST, NONCELLUAR & NOT REINFORCD,LAMINATED,SUPPORTED OR COMBIND WITH OTH MAT,OF POLYMERS OF PROPYLENE, NESOI","China",23aug2018,.25
"3920300000","OTHER PLATES,SHEETS,FILM,FOIL & STRIP,OF PLAST, NONCELLUAR,& NOT REINFORCD,LAMINATED,SUPPORTED OR COMBIND WITH OTH MAT,OF POLYMERS OF STYRENE","China",23aug2018,.25
"3920431000","PLATES, SHEETS, ETC, NONCELLUAR, NOT REINFORCED, LAMINATED, COMBINED, OF POLYMERS OF VINYL CHLORIDE, IN IMITATION PATENT LEATHER","China",23aug2018,.25
"3920435000","PLATES, SHEETS, E TC, NONCELLUAR, NOT REINFORCED, LAMINATED, COMBINED, OF POLYMERS OF VINYL CHLORIDE, LESS THAN 6% PLASTICIZERS NESOI","China",23aug2018,.25
"3920490000","PLATES, SHEETS, FILM, FOIL & STRIP OF POLYMERS OF VINYL CHLORIDE, NOT REINFORCED/LAMINATED/COMBINED W/ OTHER MATERIALS, NESOI","China",23aug2018,.25
"3920511000","PLATES,SHEETS,FILM,ETC, NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYMETHYL METHACRYLATE,FLEXIBLE","China",23aug2018,.25
"3920515000","PLATES,SHEETS,FILM,ETC, NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYMETHYL METHACRYLATE,NESOI","China",23aug2018,.25
"3920591000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHR ACRYLIC POLYMERS,FLEXIBLE","China",23aug2018,.25
"3920594000","TRANSPARENT SHEETING CONTAINING 30% OR MORE BY WEIGHT OF LEAD","China",23aug2018,.25
"3920598000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER ACRYLIC POLYMERS,NESOI","China",23aug2018,.25
"3920610000","PLATES,SHEETS,FILM,FOIL & STRIP,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYCARBONATES","China",23aug2018,.25
"3920620000","PLATES,SHEETS,FILM,FOIL & STRIP,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYETHYLENE TEREPHTHALATE","China",23aug2018,.25
"3920620020","GIFT WRAP OF METALLIZED POLY(ETHYLENE TEREPHTHALATE) FILM OR METALLIZED PET FILM","China",23aug2018,.25
"3920620050","METALLIZED POLY(ETHYLENE TEREPHTHALATE) FILM OR METALLIZED PET FILM, NESOI","China",23aug2018,.25
"3920620090","PLATES,SHEETS,FILM,FOIL & STRIP,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYETHYLENE TEREPHTHALATE (EXCLUDING METALLIZED PET FILM)","China",23aug2018,.25
"3920631000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF UNSATURATED POLYESTERS,FLEXIBLE","China",23aug2018,.25
"3920632000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF UNSATURATED POLYESTERS,NESOI","China",23aug2018,.25
"3920690000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER POLYESTERS,NESOI","China",23aug2018,.25
"3920710000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF REGENERATED CELLULOSE","China",23aug2018,.25
"3920730000","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF CELLULOSE ACETATE","China",23aug2018,.25
"3920790500","PLATES,SHEETS,FILM,ETC,NONCELLUAR,NOT REINFORCED,LAMINATED,COMBINED,OF CELLULOSE OR ITS CHEMICAL DERIVATIVES,OF VULCANIZED FIBER","China",23aug2018,.25
"3920791000","FILM,STRIP & SHEETS,NOT OVER 0.076 MM THICK,OF OTHER CELLULOSE DERIVATIVES,NONCELLULAR,NOT REINFORCED OR COMBINED","China",23aug2018,.25
"3920795000","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER CELLULOSE DERIVATIVES,NESOI","China",23aug2018,.25
"3920910000","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYVINYL BUTYRAL","China",23aug2018,.25
"3920920000","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF POLYAMIDES","China",23aug2018,.25
"3920930000","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF AMINO-RESINS","China",23aug2018,.25
"3920940000","PLATES,SHEETS,FILM,ETC,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF PHENOLIC RESINS","China",23aug2018,.25
"3920991000","FILM,STRIP & SHEETS,NONCELLULAR,NOT REINFORCED,ETC,OF OTHER PLASTICS,FLEXIBLE,OVER 0.152 MM THICK,NOT IN ROLLS","China",23aug2018,.25
"3920992000","FILM,STRIP & SHEETS,NONCELULAR,NOT REINFORCED,ETC,OF OTHER PLASTICS, FLEXIBLE,NESOI","China",23aug2018,.25
"3920995000","PLATES,FOIL,NONCELLULAR,NOT REINFORCED,LAMINATED,COMBINED,OF OTHER PLASTICS,NESOI","China",23aug2018,.25
"3921110000","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMERS OF STYRENE","China",23aug2018,.25
"3921121100","PLATES,SHEETS FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,M-M FBR PREDOM BY WGT OV OTH SIN TEX FBR,GT 70% BY WGT OF PLASTI","China",23aug2018,.25
"3921121500","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,M-M FBR PREDOM BY WGT OV OTH SING TEX FBR,NESOI","China",23aug2018,.25
"3921121910","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MAT,VEG FIBR PREDOM BY WGT OV OTH SING TEX FIBR","China",23aug2018,.25
"3921121950","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMRS OF VINYL CHLOR,COMBIND W TEXT MATERIALS,NESOI","China",23aug2018,.25
"3921125000","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYMERS OF VINYL CHLORIDE,NESOI","China",23aug2018,.25
"3921131100","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,M-M FIBR PREDOM BY WGT OV OTH SING TEX FBR,GT 70% BY WGT OFPLASTICS","China",23aug2018,.25
"3921131500","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,M-M FIBR PREDOM BY WGT OV OTH SING TEX FBR,NESOI","China",23aug2018,.25
"3921131910","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,VEG FIBR PREDOM BY WGT OV OTH SING TEXT FIBR","China",23aug2018,.25
"3921131950","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,COMBINED WITH TEXT MAT,NESOI","China",23aug2018,.25
"3921135000","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF POLYURETHANES,NESOI","China",23aug2018,.25
"3921140000","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF REGENERATED CELLULOSE","China",23aug2018,.25
"3921190000","PLATES,SHEETS,FILM,FOIL & STRIP,CELLULAR,OF OTHER PLASTICS","China",23aug2018,.25
"3921901100","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBINED WITH TEXT MAT WEIGH LT=1.492KG/M2,M-M FBR PREDOM BY WGT OV OTH SING TEX FBR,GT 70% BY WGT PLS","China",23aug2018,.25
"3921901500","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBINED WITH TEXT MAT WEIGH LT=1.492KG/M2,M-M FBR PREDOM BY WGT OV OTH SING TEXT FBR,NESOI","China",23aug2018,.25
"3921901910","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBIND WITH TEXT MAT,WEIGH LT=1.492KG/M2,VEG FIBR PREDOM BY WGT OV OTH SING TEXT FBR","China",23aug2018,.25
"3921901950","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULR,COMBIND WITH TEXT MAT,WEIGH LT=1.492KG/M2,NESOI","China",23aug2018,.25
"3921902100","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,COTTON PREDOM BY WGT OF ANY SING TEXT FIBR","China",23aug2018,.25
"3921902510","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,M-M FBR PREDOM BY WGT OF ANY SING TEX FBR GT 70% BY WT PLAST","China",23aug2018,.25
"3921902550","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,M-M FBR PREDOM BY WGT OT ANY SING TEXT FBR,NESOI","China",23aug2018,.25
"3921902900","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,COMBIND WITH TEXT MAT,WGT GT 1.492 KG/M2,NESOI","China",23aug2018,.25
"3921904000","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,FLEXIBLE,NESOI","China",23aug2018,.25
"3921904010","PLATES, SHEETS, FILM, FOIL & STRIP, REINFORCED WITH PAPER, FLEXIBLE","China",23aug2018,.25
"3921904090","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,FLEXIBLE, REINFORCED WITH PAPER, NESOI","China",23aug2018,.25
"3921905010","HIGH PRESSURE PAPER REINFORCED DECORATIVE LAMINATES","China",23aug2018,.25
"3921905050","PLATES,SHEETS,FILM,FOIL & STRIP,PLAS,EX CELLULAR,EX FLEXIBLE, NESOI","China",23aug2018,.25
"3922900000","BIDETS,LAVATORY PANS,FLUSHING CISTERNS & SIMILAR SANITARY WARE,OF PLASTIC","China",24sep2018,.1
"3923102000","BOXES,CASES,CRATES & SIMILAR ARTICLES,OF PLASTIC SPEC SHAPED/FITTED FOR THE CONVEYANCE/PACKING OF SEMICONDUCTOR WAFERS, MASKS OR RETICLES OF SUBHEAD 3","China",24sep2018,.1
"3923109000","BOXES,CASES,CRATES & SIMILAR ARTICLES,OF PLASTIC, NESOI","China",24sep2018,.1
"3923210000","SACKS & BAGS(INCLUDING CONES) OF POLYMERS OF ETHYLENE","China",24sep2018,.1
"3923210011","RECLOSABLE SACKS AND BAGS (INCLUDIING CONES) OF POLYMERS OF ETHYLENE WITH NO SINGLE SIDE EXCEEDING 75MM IN LENGHT","China",24sep2018,.1
"3923210020","SACKS AND BAGS OF POLYMERS OF ETHYLENE, WITH CLOSURES THAT INCORPORATE A SLIDER TO OPEN AND CLOSE THE SEAL","China",24sep2018,.1
"3923210030","SACKS AND BAGS OF POLYMERS ETHYLENE, RECLOSABLE, WITH INTEGRAL EXTRUDED CLOSURE, NESOI","China",24sep2018,.1
"3923210080","SACKS AND BAGS (INCLUDING CONES) OF POLYMERS OF ETHYLENE, WITH NO SINGLE SIDE EXCEEDING 75 MM IN LENGTH, NESOI","China",24sep2018,.1
"3923210085","POLYETHYLENE RETAIL CARRIER BAGS WITH HANDLES (INCL. DRAWSTRINGS), WITH NO LENGTH OR WIDTH SHORTER THAN 6 IN (152.4 MM) OR LONGER THAN 40 IN (1016 MM)","China",24sep2018,.1
"3923210095","SACKS AND BAGS (INCLUDING CONES) OF POLYMERS OF ETHYLENE, NESOI","China",24sep2018,.1
"3923290000","SACKS & BAGS(INCLUDING CONES) OF OTHER PLASTICS","China",24sep2018,.1
"3923300000","CARBOXS,BOTTLES,FLASKS & SIMILAR ARTICLES,OF PLAST","China",24sep2018,.1
"3923300010","CARBOYS, BOTTLES, FLASKS AND SIMILAR ARTICLES OF A CAPACITY NOT EXCEEDING 50 ML","China",24sep2018,.1
"3923300090","CARBOYS, BOTTLES, FLASKS AMD SIMILAR ARTICLES, NESOI","China",24sep2018,.1
"3923400000","SPOOLS, COPS, BOBBINS & SIMILAR SUPPORTS OF PLASTICS","China",24sep2018,.1
"3923400010","PHOTOGRAPHIC FILM REELS & REEL CANS,OF PLASTIC","China",24sep2018,.1
"3923400050","SPOOLS,COPS,BOBBINS & SIMILAR SUPPORTS,PLAST,NESOI","China",24sep2018,.1
"3923500000","STOPPERS,LIDS,CAPS,& OTHER CLOSURES,OF PLASTIC","China",24sep2018,.1
"3923900000","ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS,ETC,OF PLASTIC,NESOI","China",24sep2018,.1
